1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,2,11,7,11,2,5,2,1,110,31,22,13
1,1,3,1,31,12,31,4,1,2,1,310,31,34,13
2,1,3,1,41,7,11,2.5,1,1,1,240,31,39,30
1,1,3,1,36,12,11,2.5,5,1,1,150,31,63,13
1,1,3,1,45,31,31,4,1,2,1,100,35,56,13
2,1,3,1,42,7,11,2.5,5,1,1,110,31,66,22
2,1,1,2,37,13,11,3,1,2,1,10,31,83,90
2,1,1,1,32,4,11,2.5,1,1,1,110,31,74,11
1,1,1,1,43,6,11,2.5,1,1,1,110,31,74,13
1,1,3,1,31,7,31,4,1,2,1,160,31,66,22
2,1,1,2,37,36,1,3,1,2,1,10,37,82,24
1,1,3,1,61,5,31,4,1,2,1,110,11,53,13
2,3,1,1,45,24,11,2.5,1,1,1,10,31,65,30
1,1,3,1,44,6,31,4,1,2,1,100,31,70,13
1,1,3,1,62,6,31,4,1,2,1,100,11,48,13
1,1,1,1,32,10,1,3,1,2,1,100,31,84,90
1,1,3,1,37,12,31,4,1,2,1,310,31,39,13
1,1,3,1,36,31,31,4,1,2,1,100,35,70,21
1,1,3,1,43,14,31,4,1,2,1,160,31,47,13
2,1,2,1,31,10,11,2.5,1,1,1,330,31,81,90
1,1,13,2,44,7,11,2.5,5,1,1,330,31,22,13
2,1,2,1,34,15,11,2.5,1,1,1,10,31,82,24
2,1,1,1,32,19,11,2.5,1,1,1,150,31,81,40
2,1,3,1,14,6,11,2.5,1,1,1,10,14,22,11
1,1,1,1,41,6,11,2.5,1,1,1,110,31,74,11
1,1,3,1,31,20,11,2.5,1,1,1,310,31,36,90
1,1,3,1,37,4,11,2.5,1,1,1,110,31,74,11
1,1,3,1,43,4,31,5,1,2,1,170,44,22,13
1,1,1,1,42,20,11,2.5,5,1,1,300,50,36,13
1,1,13,1,12,7,11,2,5,2,1,100,31,75,13
1,1,3,1,21,18,11,2.5,1,1,1,310,11,50,13
1,1,1,1,31,20,11,2.5,1,1,1,200,31,36,21
1,1,1,1,21,9,11,2.5,1,1,1,100,31,70,13
1,1,1,1,23,22,1,3,1,2,1,300,31,27,13
2,1,1,1,13,5,11,2.5,1,1,1,160,31,49,13
2,1,3,1,14,13,11,7,1,2,1,10,31,83,19
1,1,1,1,61,9,11,2.5,1,1,1,300,31,36,13
1,1,3,1,31,12,31,4,1,2,1,110,31,63,13
1,1,1,2,34,14,1,4.5,1,1,1,100,31,37,11
2,1,3,1,31,4,11,2.5,1,1,1,110,31,74,29
2,1,2,1,32,10,11,2.5,1,1,1,10,31,37,13
2,1,1,1,21,10,11,2.5,1,1,1,100,21,74,13
2,1,3,1,44,6,31,4,1,2,1,150,44,22,13
2,1,1,1,62,13,11,3,1,2,1,100,33,64,90
2,1,3,1,37,18,11,2.5,1,1,1,10,31,82,24
1,1,3,1,43,6,1,3,1,1,1,110,31,74,11
2,1,3,1,37,5,11,2.5,1,1,1,100,31,44,13
1,1,1,1,31,7,11,2.5,1,1,1,100,31,66,22
1,1,2,2,31,6,11,2.5,1,1,1,110,31,66,22
1,1,1,1,33,12,11,2.5,1,1,1,100,31,65,13
1,1,1,1,32,20,11,2.5,1,1,1,110,32,37,13
1,1,1,1,43,6,11,2.5,1,1,1,110,44,22,13
2,1,3,1,35,4,31,4,1,2,1,10,35,74,13
2,1,3,1,14,6,11,2.5,1,1,1,190,31,74,13
1,1,3,1,51,23,31,4,1,2,1,100,44,65,13
1,1,3,1,34,12,11,2.5,1,1,1,300,31,64,13
2,1,1,1,37,7,11,2.5,1,1,1,130,31,66,22
1,1,3,1,41,6,31,4,1,2,1,110,31,22,13
1,3,2,1,32,21,31,4,1,2,1,330,31,65,13
1,1,1,1,37,16,11,2.5,1,1,1,110,31,68,22
1,1,13,1,32,7,11,2,5,2,1,10,31,72,40
2,1,1,1,35,26,11,2.5,1,1,1,110,31,22,11
2,1,1,1,31,8,11,2.5,1,1,1,110,31,74,13
2,1,1,1,32,8,11,2.5,1,1,1,110,31,47,13
1,1,1,1,36,13,1,3,1,2,1,10,31,83,19
1,1,1,1,33,6,11,2.5,1,1,1,110,31,22,13
1,1,3,1,35,12,31,4,1,2,1,190,35,26,13
1,1,1,1,35,6,11,2.5,1,1,1,100,44,74,13
1,1,3,1,13,10,11,2.5,1,1,1,110,12,74,11
2,1,13,1,12,7,11,2.5,1,1,1,150,31,22,21
1,1,3,1,37,20,31,5,1,2,1,110,22,36,13
2,1,3,1,33,7,11,2.5,1,1,1,170,31,33,22
1,1,3,1,33,10,11,2.5,1,1,1,100,33,56,90
1,1,3,1,33,6,31,4,1,2,1,110,31,81,13
1,1,3,1,36,6,11,2.5,1,1,1,100,44,22,40
1,1,3,1,31,12,31,4,1,2,1,330,31,81,90
1,1,3,1,13,12,31,4,1,2,1,150,31,34,13
2,1,2,1,31,7,11,2.5,1,1,1,300,31,69,40
1,1,1,1,61,6,31,4,1,2,1,110,61,22,13
1,1,3,1,64,12,31,4,1,2,1,330,32,74,13
1,1,1,1,34,4,11,2.5,1,1,1,110,31,74,13
2,1,3,1,41,4,11,2.5,1,1,1,110,31,74,11
1,1,1,1,51,6,11,2.5,1,1,1,100,50,70,13
1,1,1,1,33,20,11,2.5,1,1,1,310,31,36,13
1,1,1,1,35,9,31,4,1,2,1,110,37,22,13
1,1,1,1,36,7,11,2.5,1,1,1,100,31,67,22
1,1,1,1,65,6,31,4,1,2,1,110,31,74,13
2,1,1,1,21,5,11,2.5,1,1,1,110,21,74,13
1,1,3,1,31,6,31,4,1,2,1,110,31,74,13
1,1,3,1,34,6,11,2.5,5,1,1,110,34,22,13
2,1,1,1,33,12,11,2.5,1,1,1,150,33,66,13
2,1,2,1,31,8,11,2.5,1,1,1,110,31,74,11
1,1,1,1,62,12,11,2.5,1,1,1,10,51,73,13
1,1,3,1,33,12,11,2.5,1,1,1,159,31,65,13
1,1,3,1,34,6,11,2.5,1,1,1,100,31,22,13
1,1,1,1,42,8,11,2.5,1,1,1,110,42,74,13
1,1,3,1,32,28,11,2.5,1,1,1,300,31,72,13
2,1,1,1,33,13,11,3,1,2,1,10,31,83,19
2,1,3,1,32,19,11,2.5,1,1,1,150,31,86,25
2,1,2,1,43,12,11,2.5,1,1,1,10,33,39,13
1,1,3,1,36,13,11,3,1,2,1,10,36,22,19
1,1,1,1,36,20,11,2.5,1,1,1,110,44,74,13
2,1,3,1,37,13,11,3,1,2,1,10,31,22,19
1,1,2,1,51,6,11,2.5,1,1,1,110,31,74,11
1,1,3,1,31,5,11,2.5,1,1,1,310,31,36,13
1,1,3,1,32,5,31,4,1,2,1,330,31,41,13
2,1,1,1,34,7,11,2.5,1,1,1,190,31,22,22
1,1,3,1,43,17,31,4,1,2,1,110,31,22,13
1,1,1,1,31,34,31,4,1,2,1,110,31,63,40
2,1,3,1,31,13,41,3,1,2,1,10,31,83,90
1,1,1,1,51,6,11,2.5,1,1,1,300,31,36,21
1,1,1,1,31,20,11,2.5,1,1,1,310,31,36,13
2,1,3,1,65,7,11,2.5,1,1,1,110,31,66,22
1,1,3,1,31,20,31,5,1,2,1,100,31,69,40
1,1,3,1,41,9,31,4,1,2,1,110,37,22,13
2,4,1,1,64,6,31,4,1,2,1,100,31,47,13
2,1,3,1,31,13,41,3,1,2,1,10,31,83,19
2,1,1,1,36,13,11,7,1,2,1,10,36,83,19
1,1,3,1,37,12,11,2.5,1,1,1,110,31,74,11
1,11,3,1,21,21,31,4,1,2,1,100,21,22,13
1,1,3,1,32,10,31,4,1,2,1,110,31,81,13
1,1,3,1,34,6,31,4,1,2,1,110,42,74,13
1,1,3,1,51,4,1,3,1,1,1,10,50,22,24
1,1,3,1,41,20,11,2.5,1,1,1,300,31,36,29
1,1,1,2,34,10,1,3,1,1,1,10,31,82,11
1,1,3,1,14,13,11,3,1,2,1,10,11,22,19
1,1,3,1,35,12,11,2.5,1,1,1,330,31,65,13
1,1,3,1,31,19,31,4,1,2,1,100,31,66,22
2,1,1,2,21,22,1,3,1,1,1,10,31,22,11
1,1,3,1,51,20,11,2.5,5,1,1,330,31,69,13
1,1,3,1,41,20,31,5,1,2,1,310,31,36,13
2,1,1,1,31,7,11,2.5,1,1,1,310,31,36,90
1,1,3,1,61,6,11,2.5,5,1,1,110,31,74,29
2,1,1,1,41,8,11,2.5,1,1,1,10,41,82,24
1,1,3,1,44,20,11,2.5,1,1,1,310,31,36,13
2,1,3,1,31,7,31,4,1,2,1,110,31,66,22
1,1,3,1,53,6,31,4,1,2,1,110,31,54,13
2,1,1,1,33,12,11,2.5,1,1,1,150,31,63,13
2,1,1,1,33,6,11,2.5,1,1,1,100,33,74,29
1,1,1,1,51,7,1,3,1,1,1,100,31,70,40
1,1,1,1,32,6,11,2.5,1,1,1,100,31,74,13
2,1,1,1,21,6,11,2.5,1,1,1,100,11,22,13
1,1,3,1,35,15,11,2.5,1,1,1,300,31,69,22
1,1,1,1,22,6,31,4,1,2,1,110,11,48,13
2,1,3,1,45,20,11,2.5,1,1,1,310,31,36,13
1,1,3,1,34,8,11,2.5,1,1,1,110,31,74,11
2,1,3,1,65,13,11,3,1,2,1,10,31,83,19
